Item No.,Description,Unit,Rate,,
7407,PTMT push cock 15 mm dia,each,55.00,,
7408,PTMT push cock 12 mm dia 20 mm BSP,each,45.00,,
7409,PTMT grating 100 mm dia,each,16.00,,
7410,PTMT Pillar cock (fancy) 15 mm foam flow,each,125.00,,
7411,125 mm grating with waste hole,each,25.00,,
7412,Rectangular type with openable circular lid 150 mm size 18 mm high with 100 mm dia (110 gm),each,118.00,,
7415,Double acting air valve 50 mm,each,3715.00,,
7416,Double acting air valve 80 mm,each,4525.00,,
7417,Double acting air valve 100 mm,each,5910.00,,
7418,Water meter (including testing charges) 80 mm,each,2030.00,,
7419,Water meter (including testing charges) 100 mm,each,3143.00,,
7420,Water meter (including testing charges) 150 mm,each,4765.00,,
7421,Water meter (including testing charges) 200 mm,each,5145.00,,
7422,Dirt box strainer 80 mm,each,2680.00,,
7423,Dirt box strainer 100 mm,each,4370.00,,
7424,Dirt box strainer 150 mm,each,5540.00,,
7425,Dirt box strainer 200 mm,each,7860.00,,
7495,PTMT Ball Cock 15mm complete with Epoxy Coated Aluminium Rod & H.D. Ball,each,75.00,,
7496,PTMT Ball Cock 20mm complete with Epoxy Coated Aluminium Rod & H.D. Ball,each,110.00,,
7497,PTMT Ball Cock 25mm complete with Epoxy Coated Aluminium Rod & H.D. Ball,each,275.00,,
7498,PTMT Ball Cock 40mm complete with Epoxy Coated Aluminium Rod & H.D. Ball,each,420.00,,
7499,PTMT Ball Cock 50mm complete with Epoxy Coated Aluminium Rod & H.D. Ball,each,820.00,,
7500,PTMT Angle Stop cock with Flange 15 mm,each,85.00,,
7501,PTMT Swiveling shower 15 mm,each,65.00,,
7509,PTMT Soap Dish/Holder 138x102x75 mm,each,58.00,,
7651,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 100 mm dia,metre,765.00,,
7652,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 150 mm dia,metre,1150.00,,
7653,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 200 mm dia,metre,1575.00,,
7654,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 250 mm dia,metre,2200.00,,
7655,Ductile Iron class K - 9 pipe Conforming to 1.S. 8329 - 300 mm dia,metre,2750.00,,
7656,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 350 mm dia,metre,3350.00,,
7657,Ductile Iron class K - 9 pipe Conforming to 1.S. 8329 - 400 mm dia,metre,4300.00,,
7658,Ductile Iron class K - 9 pipe Conforming to 1.S. 8329 - 450 mm dia,metre,5000.00,,
No.,,,as on or just before 01.04.2021,,
7659,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 500 mm dia,metre,6270.00,,
7660,Ductile Iron class K -9 pipe Conforming to I.S. 8329 - 600 mm dia,metre,7560.00,,
7661,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 700 mm dia,metre,10500.00,,
7662,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 750 mm dia,metre,11350.00,,
7663,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 800 mm dia,metre,11450.00,,
7664,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 900 mm dia,metre,13900.00,,
7665,Ductile Iron class K - 9 pipe Conforming to I.S. 8329 - 1000 mm dia,metre,15550.00,,
7666,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 100 mm dia,each,29.00,,
7668,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 150 mm dia,each,33.00,,
7669,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 200 mm dia,each,60.00,,
7670,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 250 mm dia,each,70.00,,
7671,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 300 mm dia,each,100.00,,
7672,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 350 mm dia,each,116.00,,
7673,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 400 mm dia,each,210.00,,
7674,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 450 mm dia,each,250.00,,
7675,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 500 mm dia,each,270.00,,
7676,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 600 mm dia,each,356.00,,
7677,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 700 mm dia,each,510.00,,
7678,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 750 mm dia,each,600.00,,
7679,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 800 mm dia,each,705.00,,
7680,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 900 mm dia,each,910.00,,
7681,Rubber Gaskets Conforming to I.S 5382 of S.B.R quality 1000 mm dia,each,1080.00,,
7682,Ductile Iron K - 12 specials suitable for push on jointing up to 600 mm dia,quintal,12400.00,,
7683,Ductile Iron K - 12 specials suitable for push on jointing over 600 mm dia,quintal,17200.00,,
7684,Ductile Iron specials suitable for mechanical jointing as per I.S. 9523 - up to 600 mm dia,quintal,13050.00,,
7685,Ductile Iron Specials suitable for mechanical jointing as per I.S. 9523 over 600 mm dia,quintal,18750.00,,
7686,Ductile Iron Pipe Class K-9 flanges and welding 100 mm dia,metre,1100.00,,
7687,Ductile Iron Pipe Class K-9 flanges and welding 150 mm dia,metre,1650.00,,
7688,Ductile Iron Pipe Class K-9 flanges and welding 200 mm dia,metre,2075.00,,
7689,Ductile Iron Pipe Class K-9 flanges and welding 250 mm dia,metre,2950.00,,
7690,Ductile Iron Pipe Class K-9 flanges and welding 300 mm dia,metre,3790.00,,
7691,Ductile Iron Pipe Class K-9 flanges and welding 350 mm dia,metre,4780.00,,
7692,Ductile Iron Pipe Class K-9 flanges and welding 400 mm dia,metre,6150.00,,
7693,Ductile Iron Pipe Class K-9 flanges and welding 450 mm dia,metre,6453.00,,
No.,,,as on or just before 01.04.2021,,
7694,Ductile Iron Pipe Class K-9 flanges and welding 500 mm dia,metre,9180.00,,
7695,Ductile Iron Pipe Class K-9 flanges and welding 600 mm dia,metre,12150.00,,
7696,Ductile Iron Pipe Class K-9 flanges and welding 700 mm dia,metre,14370.00,,
7697,S&S Centrifugally (Spun) C.I. Pipe class LA 100 mm dia,metre,857.00,,
7698,S&S Centrifugally (Spun) C.I. Pipe class LA 125 mm dia,metre,1067.00,,
7699,S&S Centrifugally (Spun) C.I. Pipe class LA 150 mm dia,metre,1286.00,,
7700,S&S Centrifugally (Spun) C.I. Pipe class LA 200 mm dia,metre,2190.00,,
7701,S&S Centrifugally (Spun) C.I. Pipe class LA 250 mm dia,metre,2857.00,,
7702,S&S Centrifugally (Spun) C.I. Pipe class LA 300 mm dia,metre,3857.00,,
7703,S&S Centrifugally (Spun) C.I. Pipe class LA 350 mm dia,metre,4619.00,,
7704,S&S Centrifugally (Spun) C.I. Pipe class LA 400 mm dia,metre,6095.00,,
7705,S&S Centrifugally (Spun) C.I. Pipe class LA 450 mm dia,metre,7381.00,,
7706,S&S Centrifugally (Spun) C.I. Pipe class LA 500 mm dia,metre,8571.00,,
7707,S&S Centrifugally (Spun) C.I. Pipe class LA 600 mm dia,metre,11995.00,,
7708,S&S Centrifugally (Spun) C.I. Pipe Specials as per IS 1538 suitable for lead jointing up to 300 mm dia,quintal,5190.00,,
7709,S&S Centrifugally (Spun) C.I. Pipe Specials as per IS 1538 suitable for lead jointing over 300 mm dia,quintal,6200.00,,
7710,S&S Centrifugally (Spun) C.I. Pipe specials suitable for mechanical joint as per I.S. 13382 up to 300 mm dia,quintal,8571.00,,
7711,S&S Centrifugally (Spun) C.I. Pipe Specials suitable for mechanical joint as per I.S. 13382 over 300 mm dia,quintal,9048.00,,
7712,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 100 mm dia",metre,1310.00,,
7713,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 150 mm dia",metre,2048.00,,
7714,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 200 mm dia",metre,3238.00,,
7715,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 250 mm dia",metre,3905.00,,
7716,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 300 mm dia",metre,4990.00,,
7717,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 350 mm dia",metre,6286.00,,
7718,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 400 mm dia",metre,8143.00,,
7719,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 450 mm dia",metre,10381.00,,
7720,Screwed double flanged centrifugally cast (spun) C./. Pipe of,,,,
,"Class B conforming to I.S. 1536, - 500 mm dia",metre,12914.00,,
No.,,,as on or,,
,,,just before 01.04.2021,,
7721,"Screwed double flanged centrifugally cast (spun) C.I. Pipe of Class B conforming to I.S. 1536, - 600 mm dia",metre,17905.00,,
7722,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 100 mm dia,metre,800.00,,
7723,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 150 mm dia,metre,1140.00,,
7724,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 200 mm dia,metre,1400.00,,
7725,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 250 mm dia,metre,1800.00,,
7726,Ductile Iron Class K- 7 pipe conforming to i.S. 8329 - 300 mm dia,metre,2250.00,,
7727,Ductile Iron Class K- 7 pipe conforming to i.S. 8329 - 350 mm dia,metre,2650.00,,
7728,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 400 mm dia,metre,3175.00,,
7729,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 450 mm dia,metre,3852.00,,
7730,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 500 mm dia,metre,4350.00,,
7731,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 600 mm dia,metre,5600.00,,
7732,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 700 mm dia,metre,7300.00,,
7733,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 800 mm dia,metre,9100.00,,
7734,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 900 mm dia,metre,11800.00,,
7735,Ductile Iron Class K- 7 pipe conforming to I.S. 8329 - 1000 mm dia,metre,12300.00,,
7859,P.T.M.T. Bib cock with nozzle 15 mm,each,110.00,,
7861,P.T.M.T. Stop cock (concealed) 15 mm,each,120.00,,
7862,15 mm nominal bore and 30 cm length PVC connection pipe with P.T.M.T. Nuts,each,38.00,,
7863,15 mm nominal bore and 45 cm length PVC connection pipe with P.T.M.T. Nuts,each,52.00,,
7864,P.T.M.T. extension nipple 15 mm dia,each,25.00,,
7865,P.T.M.T. extension nipple 20 mm dia,each,50.00,,
7866,P.T.M.T. extension nipple 25 mm dia,each,68.00,,
8300,1216 mm PE-AL-PE Composite pressure pipe,metre,80.00,,
8301,1620 mm PE-AL-PE Composite pressure pipe,metre,90.00,,
8302,2025 mm PE-AL-PE Composite pressure pipe,metre,140.00,,
8303,2532 mm PE-AL-PE Composite pressure pipe,metre,180.00,,
8304,3240 mm PE-AL-PE Composite pressure pipe,metre,280.00,,
8305,4050 mm PE-AL-PE Composite pressure pipe,metre,360.00,,
8306,PPR Union 20 mm,each,60.00,,
8307,PPR Union 25 mm,each,110.00,,
8308,PPR Union 32 mm,each,150.00,,
8309,PPR Union 40 mm,each,220.00,,
8310,PPR Union 50 mm,each,410.00,,
8311,PPR Union 63 mm,each,550.00,,
8312,PPR Union 75 mm,each,1100.00,,
No.,,,as on or just before 01.04.2021,,
8626,Poly propylene- Random - Co - Polymer (PPR) pipes PN-16 (SDR 7.4) - 20 mm Outer dia,metre,48.46,,
8627,Poly propylene- Random - Co - Polymer (PPR) pipes PN-16 (SDR 7.4) - 25 mm Outer dia,metre,74.82,,
8628,Poly propylene- Random - Co - Polymer (PPR) pipes PN-16 (SDR 7.4) - 32 mm Outer dia,metre,107.47,,
8629,Poly propylene- Random - Co - Polymer (PPR) pipes PN-16 (SDR 7.4) - 40 mm Outer dia,metre,162.00,,
8630,Poly propylene- Random - Co - Polymer (PPR) pipes PN-10 (SDR 11) - 50 mm Outer dia,metre,255.00,,
8631,Poly propylene- Random - Co - Polymer (PPR) pipes PN-10 (SDR 11) - 63 mm Outer dia,metre,285.00,,
8632,Poly propylene- Random - Co - Polymer (PPR) pipes PN-10 (SDR 11) - 75 mm Outer dia,metre,425.00,,
8633,Poly propylene- Random - Co - Polymer (PPR) pipes PN-10 (SDR 11) - 90 mm Outer dia,metre,600.00,,
8634,Poly propylene- Random - Co - Polymer (PPR) pipes PN-10 (SDR 11) - 110 mm Outer dia,metre,890.00,,
8635,Poly propylene- Random - Co - Polymer (PPR) pipes PN-10 (SDR 11) - 160 mm Outer dia,metre,2575.00,,
8636,Chlorinated Polyvinyl - chloride (CPVC) pipe 15 mm nominal dia,metre,49.00,,
8637,Chlorinated Polyvinyl - chloride (CPVC) pipe 20 mm nominal dia,metre,80.00,,
8638,Chlorinated Polyvinyl - chloride (CPVC) pipe 25 mm nominal dia,metre,127.97,,
8639,Chlorinated Polyvinyl - chloride (CPVC) pipe 32 mm nominal dia,metre,165.00,,
8640,Chlorinated Polyvinyl - chloride (CPVC) pipe 40 mm nominal dia,metre,230.00,,
8641,Chlorinated Polyvinyl - chloride (CPVC) pipe 50 mm nominal dia,metre,375.25,,
8642,Chlorinated Polyvinyl - chloride (CPVC) pipe 65 mm nominal dia,metre,793.30,,
8643,Chlorinated Polyvinyl - chloride (CPVC) pipe 80 mm nominal dia,metre,1031.05,,
8644,Chlorinated Polyvinyl - chloride (CPVC) pipe 100 mm nominal dia,metre,1466.75,,
8645,Chlorinated Polyvinyl - chloride (CPVC) pipe 150 mm nominal dia,metre,3145.15,,
8701,SS pipe 304 grades with press fit technology as per JIS 3448 standard 48.60 mm outer dia,metre,620.00,,
8702,Coupling/Socket fittings for 15.88 mm outer dia SS pipe,each,60.00,,
8779,SS pipe 304 grades with press fit technology as per JIS 3448 standard 15.88 mm outer dia,metre,140.00,,
8780,SS pipe 304 grades with press fit technology as per JIS 3448 standard 22.22 mm outer dia,metre,250.00,,
8781,SS pipe 304 grades with press fit technology as per JIS 3448 standard 28.58 mm outer dia,metre,310.00,,
8782,SS pipe 304 grades with press fit technology as per JIS 3448,,,,
,standard 34.00 mm outer dia,metre,439.50,,
No.,,,as on or,,
,,,just before 01.04.2021,,
8783,SS pipe 304 grades with press fit technology as per JIS 3448 standard 42.70 mm outer dia,metre,450.00,,
8786,Coupling/Socket fittings for 22.22 mm outer dia SS pipe,each,70.00,,
8787,Coupling/Socket fittings for 28.58 mm outer dia SS pipe,each,96.25,,
8788,Coupling/Socket fittings for 34.00 mm outer dia SS pipe,each,135.00,,
8789,Coupling/Socket fittings for 42.70 mm outer dia SS pipe,each,160.00,,
8790,Coupling/Socket fittings for 48.60 mm outer dia SS pipe,each,180.00,,
8791,Reducer for 22.22 mm X 15.88 mm outer Dia SS pipe,each,108.50,,
8792,Reducer for 28.58 mm X 15.88 mm outer Dia SS pipe,each,152.50,,
8793,Reducer for 28.58 mm X 22.22 mm outer Dia SS pipe,each,161.50,,
8794,Reducer for 34.00 mm X 15.88 mm outer Dia SS pipe,each,200.00,,
8795,Reducer for 34.00 mm X 22.22 mm outer Dia SS pipe,each,210.00,,
8796,Reducer for 34.00 mm X 28.58 mm outer Dia SS pipe,each,210.00,,
8797,Reducer for 42.70 mm X 15.88 mm outer Dia SS pipe,each,375.00,,
8798,Reducer for 42.70 mm X 22.22 mm outer Dia SS pipe,each,375.00,,
8799,Reducer for 42.70 mm X 28.58 mm outer Dia SS pipe,each,390.00,,
8800,Reducer for 42.70 mm X 34.00 mm outer Dia SS pipe,each,390.00,,
8801,Reducer for 48.60 mm X 15.88 mm outer Dia SS pipe,each,425.00,,
8802,Reducer for 48.60 mm X 22.22 mm outer Dia SS pipe,each,425.00,,
8803,Reducer for 48.60 mm X 28.58 mm outer Dia SS pipe,each,425.00,,
8804,Reducer for 48.60 mm X 34.00 mm outer Dia SS pipe,each,425.00,,
8805,Reducer for48.60 mm X 42.70 mm outer Dia SS pipe,each,425.00,,
8806,Slip Coupling / Socket 15.88 mm outer dia SS pipe,each,55.00,,
8807,Slip Coupling / Socket 22.22 mm outer dia SS pipe,each,70.00,,
8808,Slip Coupling / Socket 28.58 mm outer dia SS pipe,each,95.00,,
8809,Slip Coupling / Socket 34.00 mm outer dia SS pipe,each,135.00,,
8810,Slip Coupling / Socket 42.70 mm outer dia SS pipe,each,160.00,,
8811,Slip Coupling / Socket 48.60 mm outer dia SS pipe,each,175.00,,
8812,Elbow 90° for 15.88 mm outer dia SS pipe,each,65.00,,
8813,Elbow 90° for 22.22 mm outer dia SS pipe,each,70.00,,
8814,Elbow 90° for 28.58 mm outer dia SS pipe,each,105.00,,
8815,Elbow 90° for 34.00 mm outer dia SS pipe,each,120.00,,
8816,Elbow 90° for 42.70 mm outer dia SS pipe,each,130.00,,
8817,Elbow 90° for 48.60 mm outer dia SS pipe,each,160.00,,
8818,Reducing Elbow 90° for 22.22 mm X 15.88 mm outer dia SS pipe,each,150.00,,
8819,Reducing Elbow 90° for 28.58 mm X 15.88 mm outer dia SS pipe,each,210.00,,
8820,Reducing Elbow 90° for 28.58 mm X 22.22 mm outer dia SS pipe,each,250.00,,
8821,Reducing Elbow 90° for 34.00 mm X 22.22 mm outer dia SS pipe,each,295.00,,
No.,,,as on or just before 01.04.2021,,
8822,Reducing Elbow 90° for 34.00 mm X 28.58 mm outer dia SS pipe,each,350.00,,
8823,Reducing Elbow 90° for 42.70 mm X 34.00 mm outer dia SS pipe,each,190.00,,
8824,Equal Tee for 15.88 mm outer dia SS pipe,each,175.00,,
8825,Equal Tee for 22.22 mm outer dia SS pipe,each,250.00,,
8826,Equal Tee for 28.58 mm outer dia SS pipe,each,295.00,,
8827,Equal Tee for 34.00 mm outer dia SS pipe,each,440.00,,
8828,Equal Tee for 42.70 mm outer dia SS pipe,each,695.00,,
8829,Equal Tee for 48.60 mm outer dia SS pipe,each,915.00,,
8830,Reducing Tee for 22.22 mm X 15.88 mm outer dia SS,each,185.00,,
8831,Reducing Tee for 28.58 mm X 15.88 mm outer dia SS pipe,each,290.00,,
8832,Reducing Tee for 28.58 mm X 22.22 mm outer dia SS pipe,each,290.00,,
8833,Reducing Tee for 34.00 mm X 15.88 mm outer dia SS pipe,each,440.00,,
8834,Reducing Tee for 34.00 mm X 22.22 mm outer dia SS pipe,each,440.00,,
8835,Reducing Tee for 34.00 mm X 28.58 mm outer dia SS pipe,each,440.00,,
8836,Reducing Tee for 42.70 mm X 15.88 mm outer dia SS pipe,each,690.00,,
8837,Reducing Tee for 42.70 mm X 22.22 mm outer dia SS pipe,each,690.00,,
8838,Reducing Tee for 42.70 mm X 28.58 mm outer dia SS pipe,each,690.00,,
8839,Reducing Tee for 42.70 mm X 34.00 mm outer dia SS pipe,each,690.00,,
