Item No.,Description,Unit,Rate,,
18-95d,"çHkkjh vfHk;ark ds funZs'kkuqlkj oh&çksQkby vkSj vko';d O;kkl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLdsoV ds lkFk vkbZ ,l 6911%2017 ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';d LVswuysl LVhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,Qhesy FkzsM Vh,,,,
,"18-95d-1 15 feeh ckgjh O;klx1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,749-25,,
,"18-95d-2 22 feeh ckgjh O;klx1@2 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,822-85,,
,"18-95d-3 22 feeh ckgjh O;klx3@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,923-20,,
,"18-95d-4 28 feeh ckgjh O;klx1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,976-70,,
,"18-95d-5 28feeh ckgjh O;klx3@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1010-15,,
,"18-95d-6 28 feeh ckgjh O;klx1^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1123-85,,
,"18-95d-7 35 feeh ckgjh O;klx1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1130-55,,
,"18-95d-8 35 feeh ckgjh O;klx1&1@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1550-65,,
,"18-95d-9 42 feeh ckgjh O;klx1&1@ 4^^ U;wure eFkzsMsM O;fkl ds fy,",izR;sd,1800-85,,
,"18-95d-10 54 feeh ckgjh O;klx1&1@2^^ U;wure FkzsMsM O;fkl ds fy,",izR;sd,2568-85,,
,"18-95d-11 54 feeh ckgjh O;klx2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,3086-60,,
1896,izHkkjh bathfu;j ds funZs”kkulkjVizksQkby vFkokMizksQkby vkSj visf{kr O;kl,,,,
-,q dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA,,,,
,Qhesy FkszM la;kstd@ vuqdwyd,,,,
,18-96-1 15-88 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,260-90,,
,18-96-2 22-22 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,307-75,,
,18-96-3 22-22 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,321-10,,
,18-96-4 28-58 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,370-60,,
,18-96-5 28-58 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,388-00,,
,18-96-6 28-58 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,474-95,,
,18-96-7 34-00 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,548-55,,
,18-96-8 34-00 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,722-50,,
,18-96-9 42-70 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,796-05,,
,18-96-10 42-70 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,929-85,,
,18-96-11 48-60 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,1130-55,,
,18-96-12 48-60 feeh ckg~; O;klx50feeh ukeh; O;kl FkzsMsM,izR;sd,1304-50,,
18-96d,çHkkjh vfHk;ark ds funsZ'kkulkj oh&çksQkby vkSj vko';d O;kl ds,,,,
,"q bZihMh,e lkexzh ds vks&fjax lhfyax xSLds V ds lkFk vkbZ ,l 6911%2017",,,,
,"ds vulkj vkSj bZ,u&10312 ekudksa ds vu:i 316 xzsM ,y dh çsl",,,,
,q q fQV fMtkbu dh vko';d LVswuysl LVhy fQfVax çnku djuk vkSj fQDl~ djukA,,,,
,"Qhesy FkzsM dusDVj@,MsIVj",,,,
,18-96d-1 15 feeh ckgjh O;klx 1@2^^ feeh U;wure FkzsMsM O;kl,,,,
,"ds fy,",izR;sd,588-70,,
,"18-96d-2 22 feeh ckgjh O;klx 1@2 ^^feeh U;wure FkzsMsM O;kl ds fy,",izR;sd,662-30,,
,"18-96d-3 22 feeh ckgjh O;klx 3@4^^ feeh U;wure FkzsMsM O;kl ds fy,",izR;sd,776-00,,
,"18-96d-4 28 feeh ckgjh O;klx 1^^ U;wure FkzsMsM O;kFkl ds fy,",izR;sd,1277-75,,
,"18-96d-5 35 feeh ckgjh O;klx 1&1 / 4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1364-70,,
,"18-96d-6 42 feeh ckgjh O;klx 1&1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,2093-85,,
,"18-96d-7 54 feeh ckgjh O;klx 2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,3211-05,,
18-97,izHkkjh bathfu;j ds funZs”kkuqlkjV izksQkby vFkokMizksQkby vkSj visf{kr O;kl dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA,,,,
,esy FkzsM la;kstd@ vuqdwyd,,,,
,18-97-1 15-88 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,260-90,,
,18-97-2 22-22 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,307-75,,
,18-97-3 22-22 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,341-15,,
,18-97-4 28-58 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,434-85,,
,18-97-5 28-58 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,434-85,,
,18-97-6 34-00 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,635-50,,
,18-97-7 34-00 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,755-95,,
,18-97-8 42-70 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,868-30,,
,18-97-9 42-70 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,976-70,,
,18-97-10 48-60 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,1137-25,,
,18-97-11 48-60 feeh ckg~; O;klx50feeh ukeh; O;kl FkzsMsM,izR;sd,1525-25,,
18-97d,"çHkkjh vfHk;ark ds funsZ'kkuqlkj oh&çksQkby vkSj vko';d O;kl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLdsuV ds lkFk vkbZ ,l 6911%2017",,,,
,"ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';d LVswuysl LVhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,"esy FkzsM dusDVj @,MsIVj",,,,
,"18-97d-1 15 feeh ckgjh O;klx1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,541-85,,
,"18-97d-2 22 feeh ckgjh O;klx1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,642-20,,
,"18-97d-3 22 feeh ckgjh Mk;kx3@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,675-65,,
,"18-97d-4 28 feeh ckgjh O;klx1^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,889-75,,
,"18-97d-5 35 feeh ckgjh O;klx1&1@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1297-80,,
,"18-97d-6 42 feeh ckgjh O;klx1&1@2^^U;ure FkzsMsM O;kl ds fy,^",izR;sd,1893-20,,
,"w 18-97d-7 54 feeh ckgjh O;klx2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,2535-40,,
18-98,izHkkjh bathfu;j ds funZs”kkuqlkjV izksQkby vFkokMizksQkby vkSj visf{kr O;kl dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds,,,,
,vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA,,,,
,okYo la;kstd,,,,
,18-98-1 15-88 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,314-40,,
,18-98-2 22-22 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,374-60,,
,18-98-3 22-22 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,414-75,,
,18-98-4 28-58 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,568-60,,
,18-98-5 34-00 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,862-95,,
,18-98-6 42-70 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,1177-40,,
,18-98-7 48-60 feeh ckg~; O;klx50feeh ukeh; O;kl FkzsMsM,izR;sd,1618-90,,
18-99,izHkkjh bathfu;j ds funZs”kkuqlkjV izksQkby vFkokMizksQkby vkSj visf{kr O;kl dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA,,,,
,"Qhesy FkzsM ,Ycks 90<sup>0</sup>",,,,
,18-99-1 15-88 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,214-05,,
,18-99-2 22-22 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,287-65,,
,18-99-3 22-22 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,287-65,,
,18-99-4 28-58 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,287-65,,
,18-99-5 34-00 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,394-70,,
,18-99-6 42-70 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,642-20,,
,18-99-7 42-70 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,642-20,,
,18-99-8 48-60 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,949-95,,
,18-99-9 48-60 feeh ckg~; O;klx50feeh ukeh; O;kl FkzsMsM,izR;sd,949-95,,
18-99d,çHkkjh vfHk;ark ds funsZ'kkuqlkj oh&çksQkby vkSj vko';d O;kkl ds,,,,
,"bZihMh,e lkexzh ds vks&fjax lhfyax xSLds V ds lkFk vkbZ ,l 6911%2017",,,,
,"ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko'; d LVswuysl LVhhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,"Qhesy FkzsMsM ,Ycksl 90<sup>0</sup>",,,,
,"18-99d-1 15 feeh ckgjh O;klx1@2^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,856-30,,
,"18-99d-2 22 feeh ckgjh Mk;kx3@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1150-65,,
,"18-99d-3 28 feeh ckgjh O;klx1 ^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1578-75,,
,"18-99d-4 35 feeh ckgjh O;klx1&1@4 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,2564-85,,
,"18-99d-5 42 feeh ckgjh O;klx1&1@2 ^^U;wure FkzsMsM O;fkl ds fy,",izR;sd,2793-60,,
,"18-99d-6 54 feeh ckgjh O;klx2 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,4317-50,,
18-100,izHkkjh bathfu;j ds funZs”kkuqlkjV izksQkby vFkokMizksQkby vkSj visf{kr O;kl dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA,,,,
,"esy FkszM ,Ycks 90<sup>0</sup>",,,,
,18-100-1 15-88 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,260-90,,
mi “kh’kZ,397 % 18-0 tykiwfrZ,,,,
,18-100-2 22-22 feeh ckg~; O;klx15feeh ukeh; O;kl FkzsMsM,izR;sd,301-05,,
,18-100-3 22-22 feeh ckg~; O;klx20feeh ukeh; O;kl FkzsMsM,izR;sd,301-05,,
,18-100-4 28-58 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,301-05,,
,18-100-5 34-00 feeh ckg~; O;klx25feeh ukeh; O;kl FkzsMsM,izR;sd,388-00,,
,18-100-6 34-00 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,388-00,,
,18-100-7 42-70 feeh ckg~; O;klx32feeh ukeh; O;kl FkzsMsM,izR;sd,642-20,,
,18-100-8 42-70 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,642-20,,
,18-100-9 48-60 feeh ckg~; O;klx40feeh ukeh; O;kl FkzsMsM,izR;sd,929-85,,
,18-100-10 48-60 feeh ckg~; O;klx50feeh ukeh; O;kl FkzsMsM,izR;sd,929-85,,
18-100d,"çHkkjh vfHk;ark ds funsZ'kkuqlkj oh&çksQkby vkSj vko';d O;kkl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLds V ds lkFk vkbZ ,l 6911%2017 ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';d LVswuysl LVhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,"esy FkzsMsM ,Ycks 90<sup>0</sup>",,,,
,"18-100d-1 15 feeh ckgjh O;klx1@2 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,702-40,,
,"18-100d-2 22 feeh ckgjh O;klx3@4 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,1056-95,,
,"18-100d-3 28 feeh ckgjh O;klx1 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,1398-15,,
,"18-100d-4 35 feeh ckgjh O;klx1&1@4 ^^U;wjure FkzsMsM O;kl ds fy,",izR;sd,1926-65,,
,"18-100d-5 42 feeh ckgjh O;klx1&1@2 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,3525-45,,
,"18-100d-6 54 feeh ckgjh O;klx2 ^^feeh U;wure FkzsMsM O;kl ds fy,",izR;sd,4011-15,,
18-101,izHkkjh bathfu;j ds funZs”kkuqlkjV izksQkby vFkokMizksQkby vkSj visf{kr O;kl dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds,,,,
,vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA,,,,
,dSi,,,,
,"18-101-1 15-88 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,64-20,,
,"18-101-2 22-22 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,93-65,,
,"18-101-3 28-58 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,120-40,,
,"18-101-4 34-00 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,234-15,,
,"18-101-5 42-70 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,334-50,,
,"18-101-6 48-60 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,434-85,,
18-101d,"çHkkjh vfHk;ark ds funsZ'kkuqlkj oh&çksQkby vkSj vko';d O;kl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLdsV ds lkFk vkbZ ,l 6911%2017",,,,
,"ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';d LVsuysl LVhy fQfVax çnku djuk vkSj",,,,
,fQDl djukA,,,,
,dSi,,,,
,"18-101d-1 15 feeh ckgjh O;kl ikbi ds fy,",izR;sd,428-15,,
,"18-101d-2 22 feeh ckgjh O;kl ikbi ds fy,",izR;sd,555-25,,
,"18-101d-3 28 feeh ckgjh O;kl ikbi ds fy,",izR;sd,689-05,,
,"18-101d-4 35 feeh ckgjh O;kl ikbi ds fy,",izR;sd,963-30,,
,"18-101d-5 42 feeh ckgjh O;kl ikbi ds fy,",izR;sd,2093-85,,
,"18-101d-6 54 feeh ckgjh O;kl ikbi ds fy,",izR;sd,2301-25,,
18-102,izHkkjh bathfu;j ds funZs”kkuqlkjV izksQkby vFkokMizksQkby vkSj visf{kr O;kl dhEPDM lkexzh dhOfjax lhfyax xSLdV ds lkFkJWWA G 116 ekin.M ds vuq:IkAISI 304 xzsM dh izsl fQV fMtkbu dh visf{kr LVsuysl LVhy fQfVax dh O;oLFkk djuk o yxkukA ikbi fczt,,,,
,"18-102-1 15-88 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,294-35,,
,"18-102-2 22-22 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,388-00,,
,"18-102-3 28-58 feeh ckg~; O;kl okyh ikbi ds fy,",izR;sd,555-25,,
18-102d,"çHkkjh vfHk;ark ds funsZ'kkuqlkj oh&çksQkby vkSj vko';d O;kl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLds'kV ds lkFk vkbZ ,l 6911%2017",,,,
,"ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';d LVswuysl LVhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,ikbi fczt,,,,
,"18-102d-115 feeh ckgjh O;kl ikbi ds fy,",izR;sd,555-25,,
,"18-102d-222 feeh ckgjh O;kl ikbi ds fy,",izR;sd,1485-10,,
,"18-102d-328 feeh ckgjh O;kl ikbi ds fy,",izR;sd,2041-70,,
18-103,"çHkkjh vfHk;ark ds funZs'kkuqlkj oh&çksQkby vkSj vko';d O;kl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLdskV ds lkFk vkbZ ,l 6911%2017 ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';ad LVswuysl LVhhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,esy ;wfu;u,,,,
,"18-103-1 15 feeh ckgjh O;klx1@2 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,1184-05,,
,"18-103-2 22 feeh ckgjh O;klx1@2 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,1197-45,,
,"18-103-3 22 feeh ckgjh O;klx3@4 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,1371-40,,
,"18-103-4 28 feeh ckgjh O;klx1 ^^U;wure FkzsMsM O;k~l ds fy,",izR;sd,2415-00,,
,"18-103-5 35 feeh ckgjh O;klx1&1@4 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,2522-00,,
,"18-103-6 42 feeh ckgjh O;klx1&1@2 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,2849-80,,
,"18-103-7 54 feeh ckgjh O;klx2 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,4923-60,,
18-104,"çHkkjh vfHk;ark ds funs'kkuqlkj oh&çksQkby vkSj vko';hd O;kl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLds V ds lkFk vkbZ ,l 6911%2017",,,,
,"ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl",,,,
,fQV fMtkbu dh vko'; d LVswuysl LVhsy fQfVax çnku djuk vkSj fQDl~ djukA,,,,
,Qhesy ;wfu;u,,,,
,"18-104-1 22 feeh ckgjh Mk;kx3@4^^ U;wure FkzsMsM O;kl ds fy,",izR;sd,1271-05,,
,"18-104-2 28 feeh ckgjh O;klx1 ^^U;wure FkzsMsM O;kl ds fy,",izR;sd,1712-55,,
18-105,"çHkkjh vfHk;ark ds funZs'kkuqlkj oh&çksQkby vkSj vko';d O;kl ds bZihMh,e lkexzh ds vks&fjax lhfyax xSLdsoV ds lkFk vkbZ ,l 6911%2017 ds vuqlkj vkSj bZ,u&10312 ekudksa ds vuq:i 316 xzsM ,y dh çsl fQV fMtkbu dh vko';d LVswuysl LVhy fQfVax çnku djuk vkSj fQDl~ djukA",,,,
,"Qhesy FkzsMsM ,Ycks@,QVhbZ",,,,
,"18-105-1 15 feeh ckgjh O;klx1@2 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,868-30,,
,"18-105-2 22 feeh ckgjh O;klx1@2 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,1204-15,,
,"18-105-3 22 feeh ckgjh O;klx3@4 ^^U;wure FkzsMsM O;kl ds fy,^^",izR;sd,1164-00,,
,No.,,,,
18.3.2,1620 (20 mm OD ) pipe,metre,292.65,,
18.3.3,2025 (25 mm OD ) pipe,metre,379.60,,
18.3.4,2532 (32 mm OD ) pipe,metre,449.20,,
18.3.5,3240 (40 mm OD ) pipe,metre,646.20,,
18.3.6,4050 (50 mm OD ) pipe,metre,785.35,,
,PP-R PIP ES,,,,
18.4,"Providing pipes con welded, h all PP - R fixing the of joints c Internal and fixing 3 layer PP-R (Poly propylene Random copolymer) firming to IS 15801, UV stabilized & anti - microbial fusion aving thermal stability for hot & cold water supply, including plain & brass threaded polypropylene random fittings, i/c pipe with clamps at 1.00 m spacing. This includes testing omplete as per direction of Engineer-in-Charge. Exposed on walls",,,,
18.4.1,"PN - 16 Pipe, 20mm OD (SDR-7.4)",metre,254.95,,
18.4.2,"PN - 16 Pipe, 25mm OD (SDR-7.4)",metre,316.10,,
18.4.3,"PN - 16 Pipe, 32mm OD (SDR-7.4)",metre,358.90,,
18.4.4,"PN - 16 Pipe, 40mm OD (SDR-7.4)",metre,523.60,,
18.4.5,"PN - 10 Pipe, 50mm OD (SDR-11)",metre,666.65,,
18.5,"Providing pipes con welded, h all PP - R fixing the of cutting joints com and fixing 3 layer PP-R (Poly propylene Random copolymer) firming to IS:15801, UV stabilized & anti - microbial fusion aving thermal stability for hot & cold water supply, including plain & brass threaded polypropylene random fittings, i/c pipe with clamps at 1.00 m spacing. This includes the cost chases and making good the same including testing of plete as per direction of Engineer-in-Charge.",,,,
,"Conceale etc. d work,including cutting chases and making good the wall",,,,
18.5.1,"PN - 16 Pipe, 20mm OD (SDR-7.4)",metre,439.90,,
18.5.2,"PN - 16 Pipe, 25mm OD (SDR-7.4)",metre,501.60,,
18.5.3,"PN - 16 Pipe, 32mm OD (SDR-7.4)",metre,542.10,,
18.6,"Providing pipes con welded, h all PP - including direction and fixing 3 layer PP-R (Poly propylene Random copolymer) firming to IS:15801 UV stabilized & anti - microbial fusion aving thermal stability for hot & cold water supply, including R plain & brass threaded polypropylene random fittings, trenching, refilling & testing of joints complete as per of Engineer-in-Charge.",,,,
,External work,,,,
18.6.1,"PN - 16 Pipe, 20mm OD (SDR-7.4)",metre,213.90,,
18.6.2,"PN - 16 Pipe, 25 mm OD (SDR-7.4)",metre,268.20,,
18.6.3,"PN - 16 Pipe, 32 mm OD (SDR-7.4)",metre,320.60,,
18.6.4,"PN - 16 Pipe, 40 mm OD (SDR-7.4)",metre,419.25,,
,No.,,,,
18.6.5,"PN - 10 Pipe, 50 mm OD (SDR-11)",metre,568.60,,
18.6.6,"PN - 10 Pipe, 63 mm OD (SDR-11)",metre,654.65,,
18.6.7,"PN - 10 Pipe, 75 mm OD (SDR-11)",metre,879.45,,
18.6.8,"PN - 10 Pipe, 90 mm OD (SDR-11)",metre,1223.90,,
18.6.9,"PN - 10 Pipe, 110 mm OD (SDR-11)",metre,1689.50,,
18.6.10,"PN - 10 Pipe, 160 mm OD (SDR-11)",metre,4535.10,,
,18.6A Providing and fixing PPR Unions,,,,
,18.6A.1 PPR Union 20mm,each,295.75,,
,18.6A.2 PPR Union 25mm,each,362.65,,
,18.6A.3 PPR Union 32mm,each,416.15,,
,18.6A.4 PPR Union 40mm,each,509.80,,
,18.6A.5 PPR Union 50mm,each,764.05,,
,18.6A.6 PPR Union 63mm,each,951.35,,
,18.6A.7 PPR Union 75mm,each,1687.20,,
,C.P.V.C. P IPES,,,,
18.7,"Providing having th CPVC pla clamps at with one s as per dire Internal w and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, ermal stability for hot & cold water supply, including all in & brass threaded fittings, including fixing the pipe with 1.00 m spacing. This includes jointing of pipes & fittings tep CPVC solvent cement and testing of joints complete ction of Engineer in Charge. ork - Exposed on wall",,,,
18.7.1,15 mm nominal dia Pipes,metre,255.90,,
18.7.2,20 mm nominal dia Pipes,metre,325.10,,
18.7.3,25 mm nominal dia Pipes,metre,408.55,,
18.7.4,32 mm nominal dia Pipes,metre,500.95,,
18.7.5,40 mm nominal dia Pipes,metre,674.35,,
18.7.6,50 mm nominal dia Pipes,metre,927.00,,
18.8,"Providing having th CPVC pla at 1.00 m step CPV good the of Engine and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, ermal stability for hot & cold water supply, including all in & brass threaded fittings, i/c fixing the pipe with clamps spacing. This includes jointing of pipes & fittings with one C solvent cement and the cost of cutting chases and making same including testing of joints complete as per direction er in Charge.",,,,
,"Conceale etc. d work, including cutting chases and making good the walls",,,,
18.8.1,15 mm nominal dia Pipes,metre,441.15,,
18.8.2,20 mm nominal dia Pipes,metre,513.75,,
18.8.3,25 mm nominal dia Pipes,metre,626.05,,
18.8.4,32 mm nominal dia Pipes,metre,712.75,,
,No.,,,,
18.9,"Providing having the plain & bra with one s joints com and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, rmal stability for hot & cold water supply including all CPVC ss threaded fittings This includes jointing of pipes & fittings tep CPVC solvent cement, trenching, refilling & testing of plete as per direction of Engineer in Charge.",,,,
,External work,,,,
18.9.1,15 mm nominal dia Pipes,metre,221.35,,
18.9.2,20 mm nominal dia Pipes,metre,275.25,,
18.9.3,25 mm nominal dia Pipes,metre,370.65,,
18.9.4,32 mm nominal dia Pipes,metre,435.05,,
18.9.5,40 mm nominal dia Pipes,metre,559.20,,
18.9.6,50 mm nominal dia Pipes,metre,811.85,,
18.9.7,65 mm nominal dia Pipes,metre,1576.90,,
18.9.8,80 mm nominal dia Pipes,metre,1990.40,,
18.9.9,100 mm nominal dia Pipes,metre,2811.75,,
18.9.10,150 mm nominal dia Pipes,metre,5871.25,,
18.10,"Providing i/c cutting and fixing G.I. pipes complete with G.I. fittings and clamps, and making good the walls etc.",,,,
,Internal w ork - Exposed on wall,,,,
18.10.1,15 mm dia nominal bore,metre,304.15,,
18.10.2,20 mm dia nominal bore,metre,373.35,,
18.10.3,25 mm dia nominal bore,metre,491.20,,
18.10.4,32 mm dia nominal bore,metre,563.60,,
18.10.5,40 mm dia nominal bore,metre,725.15,,
18.10.6,50 mm dia nominal bore,metre,893.20,,
18.11,"Providing i/c making with anti c the wall : and fixing G.I. Pipes complete with G.I. fittings and clamps, good the walls etc. concealed pipe, including painting orrosive bitumastic paint, cutting chases and making good",,,,
18.11.1,15 mm dia nominal bore,metre,485.20,,
18.11.2,20 mm dia nominal bore,metre,541.10,,
18.12,Providing trenching and fixing G.I. pipes complete with G.I. fittings including and refilling etc.,,,,
,External work,,,,
18.12.1,15 mm dia nominal bore,metre,267.50,,
18.12.2,20 mm dia nominal bore,metre,315.35,,
18.12.3,25 mm dia nominal bore,metre,417.95,,
18.12.4,32 mm dia nominal bore,metre,457.70,,
18.12.5,40 mm dia nominal bore,metre,558.35,,
