8142,uPVC extruded inline adaptor of appropriate dimension for big series sliding window/door sash,metre,98.00,,,
8143,uPVC extruded 2 track sliding door sash/ 3 track sliding door sash (big series) size 46x82mm,metre,385.00,,,
8210,Stainless steel screws 50 mm,100 Nos,300.00,,,
8211,Stainless steel screws 40 mm,100 Nos,250.00,,,
8212,Stainless steel screws 30 mm,100 Nos,230.00,,,
8214,Stainless steel screws 20 mm,100 Nos,150.00,,,
8215,Stainless steel butt hinges 125x64x1.9 mm IS : 12817 marked,10 Nos,310.00,,,
8216,Stainless steel butt hinges 100x58x1.9 mm IS : 12817 marked,10 Nos,280.00,,,
8217,Stainless steel butt hinges 75x47x1.8 mm IS : 12817 marked,10 Nos,180.00,,,
No.,,,as on or,,,
,,,just before 01.04.2021,,,
8218,Stainless steel butt hinges 50x37x1.5 mm IS : 12817 marked,10 Nos,150.00,,,
8219,Stainless steel butt hinges (heavy weight) 125x64x2.5 mm IS :12817 marked,10 Nos,375.00,,,
8220,Stainless steel butt hinges (heavy weight) 100x60x2.5 mm IS :12817 marked,10 Nos,275.00,,,
8221,Stainless steel butt hinges (heavy weight) 75x50x2.5 mm IS :12817 marked,10 Nos,230.00,,,
8222,M.S. heavy weight butt hinges 125x90x4.0 mm IS: 1341 marked.,10 Nos,230.00,,,
8223,M.S. heavy weight butt hinges 100x75x3.5 mm IS: 1341 marked,10 Nos,180.00,,,
8224,M.S. heavy weight butt hinges 75x60x3.1 mm IS: 1341 marked,10 Nos,110.00,,,
8225,M.S. heavy weight butt hinges 50x40x2.5 mm IS : 1341 marked,10 Nos,90.00,,,
8227,Stainless steel fancy handle,10 Nos,1000.00,,,
8228,Soft closing stainless steel hinges,10 Sets,1550.00,,,
8229,Stainless steel telescopic drawer channels 500mm long,set,535.00,,,
8230,Stainless steel (Grade-304) basket (readymade),kg,260.00,,,
8647,Stainless steel screws 30 mm x4 mm,100 Nos,35.84,,,
8678,1 mm thick 35 mm wide bright finished stainless steel piano hinges,metre,47.04,,,
8699,8 mm thick tapered edge calcium silicate board,sqm,270.00,,,
8700,10 mm thick calcium silicate board,sqm,420.00,,,
8703,Telescopic drawer channels 300 mm long,set,240.00,,,
8704,Stainless steel roller for sliding arrangement in racks/ cupboards/ cabinets shutter,each,11.00,,,
8705,"50 mmX42 mmX2 mm thick Factory made door frame of PVC extruded sections in white, grey or wooden finish",metre,166.00,,,
8706,25 mm thick factory made PVC flush door shutter i/c carriage,sqm,1700.00,,,
8707,Factory made glass reinforced plastic door frame 90x45 mm i/c carriage,metre,480.00,,,
8708,30 mm thick factory made glass fiber reinforced plastic panel door shutter i/c carriage,sqm,2326.00,,,
8709,30 mm thick factory made solid PVC profile panelled door single piece extruded profile decorative finish (wood grain printed on both side),sqm,2100.00,,,
8710,Factory made solid PVC door frame 60 x 30 mm i/c carriage,metre,315.00,,,
8711,20 mm factory made solid PVC panel door shutter i/c carriage,sqm,2050.00,,,
8712,30 mm thick factory made solid PVC profile panelled door single piece extruded profile non decorative finish,sqm,2000.00,,,
8713,Fiber glass reinforced plastic chajja,sqm,3000.00,,,
8714,Magnetic catcher triple strip vertical type,each,28.00,,,
8715,Magnetic catcher double strip horizontal type,each,20.00,,,
No.,,,as on or just before 01.04.2021,,,
8716,100 mm mortice lock with 6 levers for aluminium door,each,432.00,,,
8719,2nd class teak wood moulded beading or Taj beading/ornamental bleading of size 18X5 mm,metre,30.00,,,
8720,Ceiling sections 0.55 mm thick having a knurled web of 51.55 mm and two flanges of 26 mm each with lips of 10.55 mm,metre,38.00,,,
8721,Perimeter channel having one flange of 20 mm and another flange of 30 mm with thickness of 0.55 mm and web of length 27 mm,metre,23.00,,,
8722,Nylon sleeves & wooden screws (40 mm),each,2.60,,,
8723,Counter sunk ribbed head screw 25 mm,100 Nos,76.00,,,
8724,12 mm thick marine plywood conforming to IS: 710,sqm,720.00,,,
8725,12 mm thick fire retardant plywood conforming to IS: 5509,sqm,867.00,,,
8726,1.5 mm thick decorative laminated sheet,sqm,380.00,,,
8727,1.0 mm thick decorative laminated sheet,sqm,294.00,,,
8730,30 mm thick factory made glass fiber reinforced plastic flush door shutter i/c carriage,sqm,2675.00,,,
8734,P.V.C. Single piece extruded door frame of profile size 50 mm x 47mm with wall thickness of 5 mm,metre,265.00,,,
8735,35 mm thick factory made solid panel PVC door shutter of single piece extruded profile non decorative finished (Matt finished),sqm,2295.00,,,
8736,35 mm thick factory made solid panel PVC door shutter of single piece extruded profile decorative finished (wood grain finished),sqm,2707.00,,,
8737,Stainless steel wire guage (Grade-304) aperture 1.4 mm and 0.50mm dia wire,sqm,413.00,,,
8738,Factory made door frame fire rated (60 minutes) made with 16 SWG G.I. Sheet of section 143 mm x 57 mm duly filled with vermuculite based concrete mix,metre,1062.00,,,
8739,Fire rated door shutters made with 16 SWG G.I. sheet (60 minutes) without panel,sqm,4702.00,,,
8740,Fire seal Putty,kg,304.00,,,
8741,Clear fire resistant glass panes 6mm thick (60 minutes),sqm,21500.00,,,
8742,G.I. U beading of 16 SWG G.I. sheet (zinc coating >120gm/ m²) with ceramic tape of suitable thickness and fire resistant primer coating,metre,303.00,,,
8743,Matrix Mineral Board,metre,70.00,,,
8744,Panic Bar / latch (Double point),each,5200.00,,,
8745,"65 mm x 55 mm x 2 mm thick Factory made door frame of PVC extruded section in white, grey or wooden finish",metre,364.00,,,
8746,"37 mm thick Factory made shutter with style,rails and panels of PVC extruded section in white or grey finish i/c carriage",sqm,2479.00,,,
8747,75 mm x 53 mm x 2.0 mm thick Factory made door frame of,,,,,
,"PVC extruded section in white, grey or wooden finish",metre,413.00,,,
No.,,,as on or just before 01.04.2021,,,
8748,"37 mm thick Factory made fusion welded shutter with style, rails and panels of PVC extruded section in wooden finish",sqm,2703.00,,,
8749,Zinc alloy (white powder coated) touch lock with hook for wire mesh shutter,each,133.00,,,
8750,Zinc alloy (white powder coated) casement handle for uPVC window/door,each,130.00,,,
8751,Zinc alloy (white powder coated) touch lock withhook for uPVC window/door,each,114.00,,,
8752,Zinc alloy body with single nylon roller (weight bearing capacity to be 40 Kg) for uPVC sliding window,each,60.00,,,
8753,Stainless Steel (SS - 304) with adjustable double nylon roller (weight bearing capacity to be 120 Kg) for uPVC sliding door/window,each,105.00,,,
8754,Zinc alloy (white powder coated) cresent lock for uPVC sliding door/window,each,110.00,,,
8755,Stainless steel friction hinge of size 200 mm x 19 x 1.9 mm for uPVC windows,each,212.00,,,
8756,Stainless steel friction hinge of size 250 mm x 19 x 1.9 mm for uPVC windows,each,237.00,,,
8757,Stainless steel friction hinges (SS-304 grade) size 300 x 19 x 1.9 mm for uPVC window,each,260.00,,,
8758,Stainless steel friction hinges (SS-304 grade) size 350 x 19 x 1.9 mm for uPVC window,each,361.00,,,
8759,Stainless steel friction hinges (SS-304 grade) size 400 x 19 x 1.9 mm for uPVC window,each,365.00,,,
8760,Glass panes of required thickness having 60 minutes of fire resis- tance both integrity and radiation control (EI 60) and minimum 20 minutes of insulation (EI 20),sqm,22500.00,,,
8772,Aluminium Track on bottom rail for uPVC window,metre,37.00,,,
8773,Wool pile/ weather pile strip for uPVC sliding window,metre,20.00,,,
8774,Aluminium Grill as per IS 1868,kg,279.00,,,
8775,Steel Galvanised tubular reinforcement for uPVC door/ window,metre,62.00,,,
8776,Stainless steel dash fastener of 8 mm dia and 75 mm long bolt,each,17.00,,,
8777,GI Fastener 100x8 mm,each,15.00,,,
9977,Carriage,L.S.,2.12,,,
9988,Carriage and sundries,L.S.,2.12,,,
9999,Sundries,L.S.,2.12,,,
,,01-04-2021,,,,
,,dks ;k mlls Bhd igys,,,,
0100,ca/kkuh,fnu 714.00,,,,
0101,fHk”rh,fnu 714-00,,,,
0102,yqgkj igyh Js.kh dk,fnu 784.00,,,,
0103,yqgkj nwljh Js.kh dk,fnu 714.00,,,,
0111,c<+bZ igyh Js.kh dk,fnu 784.00,,,,
0112,c<+bZ nwljh Js.kh dk,fnu 714.00,,,,
0114,Cksynkj,fnu 645.00,,,,
0116,fQVj ¼xzsM&1½,fnu 784.00,,,,
0119,“kh”kkxj,fnu 714.00,,,,
0123,jkt igyh Js.kh dk ¼bZaV ijr½,fnu 784.00,,,,
0124,jkt nwljh Js.kh dk ¼bZaV ijr½,fnu 714.00,,,,
0130,feL=h,fnu 784.00,,,,
0131,jaxlkt,fnu 714.00,,,,
0156,c<+bZ ¼vkSlr½,fnu 749.00,,,,
0162,"Nsn djuk] fQfVax rFkk gkMZos;j yxkus fMªy e”khu dh ykxr rFkk fctyh dh ykxr rFkk fctyh dh ykxr lfgr ;w-ih-oh-lh- ,DlVªMsM ds lesaV@LVkbfMax f[kM+dh rFkk njokts ds l`tu ds fy, JfedA",oxZ eh- 534.00,,,,
0163,";w-ih-oh-lh- ,DlVªMsM@LykbfMax f[kMdh rFkk njoktk yxkus ds fy, o r[rkacnh lfgr JfedA",oxZ eh- 773.00,,,,
0237,cgqmns”kh; lhesaV cksMZ Qkbcj 8 fe-eh- eksVk ¼mPp la?kV~V iksyh izksisyhu izofyr½,oxZ eh- 220.00,,,,
0243,8 fe eh eksVk eYVh ijit lhesaV ckaMsM oqM ikfVZdy cksMZ,oxZ eh- 215.00,,,,
0305,ckWl& 25 feeh- O;kl dk vkSj] 2-5 eh- yack Hkk-ek- 14276,Ldksj 400.00,,,,
0341,likV lEihfMr frirhZ ikfVZdy cksMZ ¼e/;e ?kuRo½ xzsM &1 % 12 fe-eh- eksVk FPT- Hkk-ek- 301 ds vuq:i iqf’V fpafg~r,oxZ eh- 288.00,,,,
0346,"vfrfjDr nj] vkLrj.k okys ikfVZdy& cksMZ ds fy, tc ,d vkSj lkxkSu dk vkSj nwljh vksj O;kolkf;d vkLrj.k gks",oxZ eh- 230.00,,,,
0347,"vfrfjDr nj vkLrj.k okys ikfVZdy cksZM ds fy, tc nksuks rjQ O;kolkf;d vkLrj.k gks",oxZ eh- 155.00,,,,
0348,"vfrfjDr nj vkLrj.k okys ikfVZdy cksZM ds fy, tc Vhd dh vkLrj.k nksuks vkSj gks",oxZ eh- 500.00,,,,
0378,ihry ds lVs dCts ¼gYds@lk/kkj.k izdkj ds½ 125× 70×4 fe-eh-,nl ux 775.00,,,,
0379,ihry ds lVs dCts ¼gYds@lk/kkj.k izdkj ds½ 100× 70×4 fe-eh-,nl ux 625.00,,,,
0380,ihry ds lVs dCts ¼gYd@lk/kkj.k izdkj ds½ 75× 40×2-5 fe-eh-,nl ux 380.00,,,,
0381,ihry ds lVs dCts ¼gYd@lk/kkj.k izdkj ds½ 50× 40×2-5 fe-eh-,nl ux 155.00,,,,
0382,ihry ds lVs dCts ¼Hkkjh izdkj ds½ 125× 85×5-5 fe-fe- ¼-70 fd-xzk-½,nl ux 1309.00,,,,
0383,ihry ds lVs dCts ¼Hkkjh izdkj ds½ 100× 85×5-5 fe-fe- ¼-56 fd-xzk-½,nl ux 997.00,,,,
,,01-04-2021,,,,
,,dks ;k mlls Bhd igys,,,,
0384,ihry ds lVs dCts ¼Hkkjh izdkj ds½ 75× 65×4-0 fe-fe- ¼-20 fd-xzk-½,nl ux 838.00,,,,
0385,ihry ds eqMoka dCts 150× 125×27×5 fe-eh-,nl ux 2610.00,,,,
0386,ihry ds eqMoka dCts 100× 125×27×5 fe-eh-,nl ux 2300.00,,,,
0387,ihry ds eqMoka dCts 100× 125×27×5 fe-eh-,nl ux 2090.00,,,,
0388,ihry ds eqMoka dCts 75× 100×20×3-2 fe-eh-,nl ux 1870.00,,,,
0400,ihry dh pV[kfu;ka ¼ukyokyh½ 250× 10 fe-eh-,izR;sd 257.00,,,,
0401,ihry dh pV[kfu;ka ¼ukyokyh½ 200× 10 fe-eh-,izR;sd 205.00,,,,
0402,ihry dh pV[kfu;ka ¼ukyokyh½ 150× 10 fe-eh-,izR;sd 154.00,,,,
0403,ihry dh pV[kfu;ka ¼ukyokyh½ 100× 10 fe-eh-,izR;sd 103.00,,,,
0408,ihry dh ewBsa 175× 32 fe-eh- iÍh lfgr] 125 fe-eh- dh,izR;sd 144.00,,,,
0409,ihry dh ewBsa 150× 32 fe-eh-iÍh lfgr] 100 fe-eh-dh,izR;sd 133.00,,,,
0410,ihry dh ewBsa 125× 32 fe-eh- iÍh lfgr] 75 fe-eh- dh,izR;sd 103.00,,,,
0411,ihry dh }kj yXxh 300× 16× 5 fe-eh- ftldk Hkkj 0-380 fd-xzk- ls de uk gks,izR;sd 185.00,,,,
0412,ihry dh }kj yXxh 250× 16× 5 fe-eh- ftldk Hkkj 0-350 fd-xzk- ls de uk gks,izR;sd 175.00,,,,
0413,"100× 65 fe-eh- dh ihry dh [kkapk yXxh vkSj 6 yhoj okyk rkyk rFkk ,d tksM+k ihry yhoj ewB lfgr",izR;sd 400.00,,,,
0414,"100× 65 fe-eh- dh ihry dh [kkapk yXxh ,d tksM+k ihry yhoj ewB lfgr",izR;sd 310.00,,,,
0423,ihry dh Qjesnkj f[kM+dh& cU/kuh,izR;sd 45.00,,,,
0424,¼lh/kh [kwaVh okyh½ ihry dh Qjesnkj f[kM+dh LFkkisa 300 fe-eh- dh] 0-33 fd0xzke ds vU;wu Hkkj okyh,izR;sd 126.00,,,,
0425,¼lh/kh [kwaVh okyh½ ihry dh Qjesnkj f[kM+dh&LFkkisa 250 feeh- dh] 0-28 fd-xzk- ds vU;wu Hkkj okyh,izR;sd 100.00,,,,
0426,¼lh/kh [kwaVh okyh½ ihry dh Qjesnkj f[kM+dh&LFkkisa 200 feeh- dh] 0-24 fd-xzk- dsvU;wu Hkkj okyh,izR;sd 95.00,,,,
0431,ihry ds Nids&dqaMs ¼lqj{kk okys½ 150 fe-eh,nl ux 740.00,,,,
0432,ihry ds Nids&dqaMs ¼lqj{kk okys½ 115 fe-eh,nl ux 670.00,,,,
0433,ihry ds Nids&dqaMs ¼lqj{kk okys½ 90 fe-eh,nl ux 575.00,,,,
0438,ihry dh lqj{kk flVduh,izR;sd 610.00,,,,
0447,vyEkkfj;ksa ;k oL=/kkfu;ksa dh ihry dh ?kqaMh&ewB 50 fe-eh-,izR;sd 36.00,,,,
0449,ihry ds iasp 50 fe-eh-,lkS ux 220.00,,,,
0450,ihry ds iasp 40 fe-eh-,lkS ux 170.00,,,,
0451,ihry ds iasp 30 fe-eh-,lkS ux 140.00,,,,
0452,ihry ds iasp 25 fe-eh-,lkS ux 100.00,,,,
0453,ihry ds iasp 20 fe-eh-,lkS ux 95.00,,,,
0552,"75 fe-eh- LVsuysl LVhy QSalh gSaMy fdpu dsfcusV ds fy,",nl ux 255-00,,,,
0553,"100 fe-eh- LVsuysl LVhy QSalh gSaMy fdpu dsfcusV ds fy,",nl ux 455-00,,,,
0554,"125 fe-eh- LVsuysl LVhy QSalh gSaMy fdpu dsfcusV ds fy,",nl ux 640-00,,,,
0555,Øksfe;e eqYyek;qDr ihry dh ewBsa 175× 32 feeh iÍh lfgr] 125 feeh dh,izR;sd 160.00,,,,
,01,-04-2021,,,,
,dks B,;k mlls hd igys,,,,
0556,Øksfe;e eqYyek;qDr ihry dh ewBsa 150× 32 feeh iÍh lfgr] 100 feeh dh izR;sd,140.00,,,,
0557,Øksfe;e eqYyek;qDr ihry dh ewBsa 125× 32 feeh iÍh lfgr] 75 feeh dh izR;sd,125.00,,,,
0558,"Øksfe;e eqYyek;qDr ihry dh [kkapk&yXxh vkSj rkyk N% yhoj vkSj ,d tksM+k ihry& yhoj ewB lfgr izR;sd",470.00,,,,
0568,Øksfe;e eqYyek;qDr ihry dh Qjesnkj f[kM+dh&cU/kuh izR;sd,90.00,,,,
0569,¼lh/kh [kwaVh okyh½ Øksfe;e eqYyek;qDr ihry dh Qjesnkj f[kM+dh LFkkisa& 300 fe-eh dh] 0-33 fd-xzk- ds vU;wuHkkj okyh izR;sd,140.00,,,,
0570,¼lh/kh [kwaVh okyh½ Øksfe;e eqYyek;qDr ihry dh Qjesnkj f[kM+dh LFkkisa 250 fe-eh dh] 0-28 fd-xzk- ds vU;wuHkkj okyh izR;sd,120.00,,,,
0571,¼lh/kh [kwaVh okyh½ Øksfe;e eqYyek;qDr ihry dh Qjesnkj f[kM+dh LFkkisa 200 fe-eh dh] 0-24 fd-xzk- ds vU;wuHkkj okyh izR;sd,100.00,,,,
0583,Øksfe;e eqYyek;qDr ihry dh lqj{kk flVduh izR;sd,500.00,,,,
0584,oL=/kkfu;ksa dh Øksfe;e eqYyek;qDr ihry dh ?kqaMh&ewB 50 fe-eh- izR;sd,80.00,,,,
0585,Øksfe;e eqYyek;qDr ihry ds isap 50 fe-eh- lkS ux,300.00,,,,
0586,Øksfe;e eqYyek;qDr ihry ds isap 40 fe-eh- lkS ux,290.00,,,,
0587,Øksfe;e eqYyek;qDr ihry ds isap 30 fe-eh- lkS ux,240.00,,,,
0588,Øksfe;e eqYyek;qDr ihry ds isap 25 fe-eh- lkS ux,180.00,,,,
0589,Øksfe;e eqYyek;qDr ihry ds isap 20 fe-eh- lkS ux,160.00,,,,
0590,12 fe-eh- O;kl dh 1-25 fe-eh- eksVh Øksfe;e eqYyek;qDr ihry dh pknj dh ijnk NMs ehVj,185.00,,,,
0591,20 fe-eh- O;kl dh 1-25 fe-eh- eksVh Øksfe;e eqYyek;qDr ihry dh pknj dh ijnk NMs ehVj,260.00,,,,
0592,25 fe-eh- O;kl dh 1-25 fe-eh- eksVh Øksfe;e eqYyek;qDr ihry dh pknj dh ijnk NMs ehVj,340.00,,,,
0594,"uje bLikr ds lVs dCts pednkj ;k dkys ,usey;qDr 125× 65× 2-12 fe-eh] Hkk-ek- 1341 iqf’V fpafg~r nl ux",135.00,,,,
0595,"uje bLikr ds lVs dCts pednkj ;k dkys ,usey;qDr 100× 58× 1-90 fe-eh] Hkk-ek- 1341 iqf’V fpafg~r nl ux",80.00,,,,
0596,"uje bLikr ds lVs dCts pednkj ;k dkys ,usey;qDr 75× 47× 1-70 fe-eh] Hkk-ek- 1341 iqf’V fpafg~r nl ux",56.00,,,,
0597,"uje bLikr ds lVs dCts pednkj ;k dkys ,usey;qDr 50× 37× 1-50 fe-eh] Hkk-ek- 1341 iqf’V fpafg~r nl ux",49.00,,,,
0608,fudy dybZ;qDr uje bLikr ds fi;kuksa dCts 1 fe-eh- eksVs vkSj 25 fe-eh pkSMs ehVj,39.00,,,,
0635,"uje bLikr ds isap 50 fe-eh- pdenkj ;k dkys ,uSey;qDr lkS ux",75.00,,,,
0637,"uje bLikr ds isap 40 fe-eh- pdenkj ;k dkys ,uSey;qDr lkS ux",60.00,,,,
0638,"uje bLikr ds isap 30 fe-eh- pdenkj ;k dkys ,uSey;qDr lkS ux",45.00,,,,
0639,"uje bLikr ds isap 25 fe-eh- pdenkj ;k dkys ,uSey;qDr lkS ux",40.00,,,,
0640,"uje bLikr ds isap 20 fe-eh- pdenkj ;k dkys ,uSey;qDr lkS ux",35.00,,,,
0641,"uje bLikr ds uV&cksYV ¼50× 6 fe-eh-½ pednkj ;k dkys ,uSey;qDr izR;sd",5.00,,,,
0642,tkfjr uje bLikr ds lVs dCts ¼125× 65× 2-12 fe-eh-½ nl ux,125.00,,,,
0643,tkfjr uje bLikr ds lVs dCts ¼100× 58 × 1-90 fe-eh-½ nl ux,90.00,,,,
,,01-04-2021 dks ;k mlls Bhd igys,,,,
2468,fudy dh ijr p<+k vYekjh dk ihry dk rkyk 40 fe- eh- uki dk,izR;sd 63.00,,,,
2469,fudy dh ijr p<+k Øksfe;e eqyEek;qDr vYkekjh dk ihry dk rkyk 50 fe- eh- uki dk,izR;sd 73.00,,,,
2470,fudy dh ijr p<+k Øksfe;e eqyEek;qDr vYkekjh dk ihry dk rkyk 65 fe- eh- uki dk,izR;sd 99.00,,,,
2471,fudy dh ijr p<+k Øksfe;e eqyEek;qDr vYkekjh dk ihry dk rkyk 75 fe- eh- uki dk,izR;sd 125.00,,,,
2480,5 ijrh IykboqM ftlds nksuksa rjQ LkkxkSu dh ydM+h dh ijr gks 9 fe- eh- eksVh,oxZ eh- 884.00,,,,
2481,"5 ijrh IykboqM ftlds ,d rjQ LkxkSu dh ydM+h vkSj nwljh rjQ O;kolkf;d IykbZ p<+h gks 9 fe- eh- eksVh",oxZ eh- 905.00,,,,
2483,"7 ijrh IykboqM ftlds ,d rjQ LkxkSu dh ydM+h vkSj nwljh rjQ O;kolkf;d IykbZ p<+h gks 9 fe- eh- eksVh",oxZ eh- 1010.00,,,,
2484,"IS:14587ds ln‘“k 12 fe-eh- eksVs xzsM&1 ,e-Mh-,Q- cksMZ dk nksuks vksj ltkoVh ySfeus”ku ds lkFk izhySfeusVsM ,DlVhfj;j",oxZ eh- 469.00,,,,
